/usr/local/lib/python2.7/dist-packages/torchvision/transforms/transforms.py:563: UserWarning: The use of the transforms.RandomSizedCrop transform is deprecated, please use transforms.RandomResizedCrop instead.
  "please use transforms.RandomResizedCrop instead.")
Epoch 0 | Batch 0/353 | Loss 5.291757 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 4 | Batch 160/353 | Loss 3.366235 | Top1 Val 12.500000 | Top1 Avg 9.170115
Epoch 4 | Batch 170/353 | Loss 3.371786 | Top1 Val 18.750000 | Top1 Avg 9.175364
Epoch 4 | Batch 180/353 | Loss 3.364459 | Top1 Val 12.500000 | Top1 Avg 9.239472
Epoch 4 | Batch 190/353 | Loss 3.356343 | Top1 Val 0.000000 | Top1 Avg 9.283260
Epoch 4 | Batch 200/353 | Loss 3.360347 | Top1 Val 12.500000 | Top1 Avg 9.322626
Epoch 4 | Batch 210/353 | Loss 3.364937 | Top1 Val 18.750000 | Top1 Avg 9.334516
Epoch 4 | Batch 220/353 | Loss 3.359087 | Top1 Val 12.500000 | Top1 Avg 9.376916
Epoch 4 | Batch 230/353 | Loss 3.358844 | Top1 Val 18.750000 | Top1 Avg 9.422608
Epoch 4 | Batch 240/353 | Loss 3.362802 | Top1 Val 6.250000 | Top1 Avg 9.426105
Epoch 4 | Batch 250/353 | Loss 3.366218 | Top1 Val 6.250000 | Top1 Avg 9.470951
Epoch 4 | Batch 260/353 | Loss 3.363650 | Top1 Val 18.750000 | Top1 Avg 9.533962
Epoch 4 | Batch 270/353 | Loss 3.360591 | Top1 Val 18.750000 | Top1 Avg 9.566478
Epoch 4 | Batch 280/353 | Loss 3.356699 | Top1 Val 31.250000 | Top1 Avg 9.606002
Epoch 4 | Batch 290/353 | Loss 3.355417 | Top1 Val 12.500000 | Top1 Avg 9.659759
Epoch 4 | Batch 300/353 | Loss 3.359565 | Top1 Val 12.500000 | Top1 Avg 9.676359
Epoch 4 | Batch 310/353 | Loss 3.358799 | Top1 Val 6.250000 | Top1 Avg 9.696397
Epoch 4 | Batch 320/353 | Loss 3.361638 | Top1 Val 6.250000 | Top1 Avg 9.708983
Epoch 4 | Batch 330/353 | Loss 3.360767 | Top1 Val 6.250000 | Top1 Avg 9.717835
Epoch 4 | Batch 340/353 | Loss 3.356398 | Top1 Val 18.750000 | Top1 Avg 9.751571
Epoch 4 | Batch 350/353 | Loss 3.355090 | Top1 Val 18.750000 | Top1 Avg 9.777825
Epoch 5 | Batch 0/353 | Loss 3.296339 | Top1 Val 6.250000 | Top1 Avg 9.781684
Epoch 5 | Batch 10/353 | Loss 3.273256 | Top1 Val 6.250000 | Top1 Avg 9.835777
Epoch 5 | Batch 20/353 | Loss 3.301242 | Top1 Val 31.250000 | Top1 Avg 9.868237
Epoch 5 | Batch 30/353 | Loss 3.322080 | Top1 Val 12.500000 | Top1 Avg 9.896850
Epoch 5 | Batch 40/353 | Loss 3.285395 | Top1 Val 12.500000 | Top1 Avg 9.921680
Epoch 5 | Batch 50/353 | Loss 3.270103 | Top1 Val 12.500000 | Top1 Avg 9.956576
Epoch 5 | Batch 60/353 | Loss 3.249297 | Top1 Val 6.250000 | Top1 Avg 10.001371
Epoch 5 | Batch 70/353 | Loss 3.234334 | Top1 Val 31.250000 | Top1 Avg 10.055904
Epoch 5 | Batch 80/353 | Loss 3.233505 | Top1 Val 12.500000 | Top1 Avg 10.082723
Epoch 5 | Batch 90/353 | Loss 3.239183 | Top1 Val 12.500000 | Top1 Avg 10.102509
Epoch 5 | Batch 100/353 | Loss 3.252831 | Top1 Val 0.000000 | Top1 Avg 10.128790
Epoch 5 | Batch 110/353 | Loss 3.260090 | Top1 Val 12.500000 | Top1 Avg 10.161463
Epoch 5 | Batch 120/353 | Loss 3.264820 | Top1 Val 18.750000 | Top1 Avg 10.193788
Epoch 5 | Batch 130/353 | Loss 3.258521 | Top1 Val 25.000000 | Top1 Avg 10.265382
Epoch 5 | Batch 140/353 | Loss 3.247878 | Top1 Val 31.250000 | Top1 Avg 10.306672
Epoch 5 | Batch 150/353 | Loss 3.258198 | Top1 Val 0.000000 | Top1 Avg 10.318134
Epoch 5 | Batch 160/353 | Loss 3.256019 | Top1 Val 6.250000 | Top1 Avg 10.342475
Epoch 5 | Batch 170/353 | Loss 3.255573 | Top1 Val 25.000000 | Top1 Avg 10.379493
Epoch 5 | Batch 180/353 | Loss 3.253184 | Top1 Val 31.250000 | Top1 Avg 10.409699
Epoch 5 | Batch 190/353 | Loss 3.251487 | Top1 Val 6.250000 | Top1 Avg 10.445994
Epoch 5 | Batch 200/353 | Loss 3.257612 | Top1 Val 18.750000 | Top1 Avg 10.466005
Epoch 5 | Batch 210/353 | Loss 3.265024 | Top1 Val 12.500000 | Top1 Avg 10.476311
Epoch 5 | Batch 220/353 | Loss 3.267949 | Top1 Val 12.500000 | Top1 Avg 10.473910
Epoch 5 | Batch 230/353 | Loss 3.267273 | Top1 Val 12.500000 | Top1 Avg 10.512290
Epoch 5 | Batch 240/353 | Loss 3.269724 | Top1 Val 12.500000 | Top1 Avg 10.534689
Epoch 5 | Batch 250/353 | Loss 3.271618 | Top1 Val 0.000000 | Top1 Avg 10.563074
Epoch 5 | Batch 260/353 | Loss 3.272961 | Top1 Val 6.250000 | Top1 Avg 10.600445
Epoch 5 | Batch 270/353 | Loss 3.270883 | Top1 Val 31.250000 | Top1 Avg 10.637448
Epoch 5 | Batch 280/353 | Loss 3.276803 | Top1 Val 6.250000 | Top1 Avg 10.634328
Epoch 5 | Batch 290/353 | Loss 3.277414 | Top1 Val 18.750000 | Top1 Avg 10.634283
Epoch 5 | Batch 300/353 | Loss 3.271944 | Top1 Val 37.500000 | Top1 Avg 10.676642
Epoch 5 | Batch 310/353 | Loss 3.273273 | Top1 Val 18.750000 | Top1 Avg 10.685435
Epoch 5 | Batch 320/353 | Loss 3.270983 | Top1 Val 18.750000 | Top1 Avg 10.712143
Epoch 5 | Batch 330/353 | Loss 3.271489 | Top1 Val 0.000000 | Top1 Avg 10.738596
Epoch 5 | Batch 340/353 | Loss 3.268395 | Top1 Val 18.750000 | Top1 Avg 10.776682
Epoch 5 | Batch 350/353 | Loss 3.263685 | Top1 Val 18.750000 | Top1 Avg 10.838065
Epoch 6 | Batch 0/353 | Loss 2.865519 | Top1 Val 18.750000 | Top1 Avg 10.851843
Epoch 6 | Batch 10/353 | Loss 3.166291 | Top1 Val 25.000000 | Top1 Avg 10.871355
Epoch 6 | Batch 20/353 | Loss 3.226940 | Top1 Val 6.250000 | Top1 Avg 10.908240
Epoch 6 | Batch 30/353 | Loss 3.234918 | Top1 Val 25.000000 | Top1 Avg 10.941869
Epoch 6 | Batch 40/353 | Loss 3.188234 | Top1 Val 25.000000 | Top1 Avg 10.989680
Epoch 6 | Batch 50/353 | Loss 3.209363 | Top1 Val 18.750000 | Top1 Avg 10.999538
Epoch 6 | Batch 60/353 | Loss 3.202724 | Top1 Val 12.500000 | Top1 Avg 11.026540
Epoch 6 | Batch 70/353 | Loss 3.198807 | Top1 Val 12.500000 | Top1 Avg 11.070448
Epoch 6 | Batch 80/353 | Loss 3.203393 | Top1 Val 25.000000 | Top1 Avg 11.113957
Epoch 6 | Batch 90/353 | Loss 3.209555 | Top1 Val 18.750000 | Top1 Avg 11.137239
Epoch 6 | Batch 100/353 | Loss 3.208590 | Top1 Val 12.500000 | Top1 Avg 11.171593
Epoch 6 | Batch 110/353 | Loss 3.212938 | Top1 Val 31.250000 | Top1 Avg 11.208446
Epoch 6 | Batch 120/353 | Loss 3.212469 | Top1 Val 12.500000 | Top1 Avg 11.225403
Epoch 6 | Batch 130/353 | Loss 3.216706 | Top1 Val 0.000000 | Top1 Avg 11.239426
Epoch 6 | Batch 140/353 | Loss 3.211396 | Top1 Val 31.250000 | Top1 Avg 11.303191
Epoch 6 | Batch 150/353 | Loss 3.205817 | Top1 Val 6.250000 | Top1 Avg 11.344329
Epoch 6 | Batch 160/353 | Loss 3.203622 | Top1 Val 18.750000 | Top1 Avg 11.376867
Epoch 6 | Batch 170/353 | Loss 3.197729 | Top1 Val 18.750000 | Top1 Avg 11.411855
Epoch 6 | Batch 180/353 | Loss 3.195888 | Top1 Val 25.000000 | Top1 Avg 11.430205
Epoch 6 | Batch 190/353 | Loss 3.207450 | Top1 Val 25.000000 | Top1 Avg 11.448395
Epoch 6 | Batch 200/353 | Loss 3.209363 | Top1 Val 25.000000 | Top1 Avg 11.463731
Epoch 6 | Batch 210/353 | Loss 3.215101 | Top1 Val 18.750000 | Top1 Avg 11.476247
Epoch 6 | Batch 220/353 | Loss 3.214732 | Top1 Val 12.500000 | Top1 Avg 11.502033
Epoch 6 | Batch 230/353 | Loss 3.210343 | Top1 Val 31.250000 | Top1 Avg 11.546249
Epoch 6 | Batch 240/353 | Loss 3.211383 | Top1 Val 31.250000 | Top1 Avg 11.568867
Epoch 6 | Batch 250/353 | Loss 3.208024 | Top1 Val 12.500000 | Top1 Avg 11.607143
Epoch 6 | Batch 260/353 | Loss 3.210793 | Top1 Val 12.500000 | Top1 Avg 11.637205
Epoch 6 | Batch 270/353 | Loss 3.215444 | Top1 Val 18.750000 | Top1 Avg 11.638202
Epoch 6 | Batch 280/353 | Loss 3.214778 | Top1 Val 12.500000 | Top1 Avg 11.678318
Epoch 6 | Batch 290/353 | Loss 3.213813 | Top1 Val 12.500000 | Top1 Avg 11.699917
Epoch 6 | Batch 300/353 | Loss 3.212282 | Top1 Val 12.500000 | Top1 Avg 11.716163
Epoch 6 | Batch 310/353 | Loss 3.209240 | Top1 Val 18.750000 | Top1 Avg 11.742580
Epoch 6 | Batch 320/353 | Loss 3.214447 | Top1 Val 18.750000 | Top1 Avg 11.750821
Epoch 6 | Batch 330/353 | Loss 3.209831 | Top1 Val 25.000000 | Top1 Avg 11.784546
Epoch 6 | Batch 340/353 | Loss 3.212008 | Top1 Val 12.500000 | Top1 Avg 11.787459
Epoch 6 | Batch 350/353 | Loss 3.210745 | Top1 Val 25.000000 | Top1 Avg 11.825831
Epoch 7 | Batch 0/353 | Loss 2.923152 | Top1 Val 18.750000 | Top1 Avg 11.823982
Epoch 7 | Batch 10/353 | Loss 3.251361 | Top1 Val 12.500000 | Top1 Avg 11.856970
Epoch 7 | Batch 20/353 | Loss 3.106776 | Top1 Val 31.250000 | Top1 Avg 11.914808
Epoch 7 | Batch 30/353 | Loss 3.074856 | Top1 Val 18.750000 | Top1 Avg 11.952171
Epoch 7 | Batch 40/353 | Loss 3.083733 | Top1 Val 18.750000 | Top1 Avg 11.976779
Epoch 7 | Batch 50/353 | Loss 3.066311 | Top1 Val 31.250000 | Top1 Avg 12.018563
Epoch 7 | Batch 60/353 | Loss 3.109999 | Top1 Val 25.000000 | Top1 Avg 12.030354
