/usr/local/lib/python2.7/dist-packages/torchvision/transforms/transforms.py:563: UserWarning: The use of the transforms.RandomSizedCrop transform is deprecated, please use transforms.RandomResizedCrop instead.
  "please use transforms.RandomResizedCrop instead.")
Epoch 0 | Batch 0/353 | Loss 5.291757 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 0 | Batch 10/353 | Loss 5.238564 | Top1 Val 6.250000 | Top1 Avg 2.840909
Epoch 0 | Batch 20/353 | Loss 4.912148 | Top1 Val 6.250000 | Top1 Avg 3.869048
Epoch 0 | Batch 30/353 | Loss 4.707278 | Top1 Val 0.000000 | Top1 Avg 3.629032
Epoch 0 | Batch 40/353 | Loss 4.557724 | Top1 Val 12.500000 | Top1 Avg 4.725610
Epoch 0 | Batch 50/353 | Loss 4.474726 | Top1 Val 6.250000 | Top1 Avg 4.656863
Epoch 0 | Batch 60/353 | Loss 4.451641 | Top1 Val 0.000000 | Top1 Avg 4.303279
Epoch 0 | Batch 70/353 | Loss 4.396634 | Top1 Val 0.000000 | Top1 Avg 4.401408
Epoch 0 | Batch 80/353 | Loss 4.358493 | Top1 Val 6.250000 | Top1 Avg 4.320988
Epoch 0 | Batch 90/353 | Loss 4.324738 | Top1 Val 0.000000 | Top1 Avg 4.395604
Epoch 0 | Batch 100/353 | Loss 4.294851 | Top1 Val 6.250000 | Top1 Avg 4.269802
Epoch 0 | Batch 110/353 | Loss 4.276522 | Top1 Val 6.250000 | Top1 Avg 4.054054
Epoch 0 | Batch 120/353 | Loss 4.246951 | Top1 Val 0.000000 | Top1 Avg 4.080579
Epoch 0 | Batch 130/353 | Loss 4.221257 | Top1 Val 6.250000 | Top1 Avg 4.103053
Epoch 0 | Batch 140/353 | Loss 4.199351 | Top1 Val 6.250000 | Top1 Avg 4.299645
Epoch 0 | Batch 150/353 | Loss 4.184065 | Top1 Val 12.500000 | Top1 Avg 4.304636
Epoch 0 | Batch 160/353 | Loss 4.177957 | Top1 Val 0.000000 | Top1 Avg 4.309006
Epoch 0 | Batch 170/353 | Loss 4.162138 | Top1 Val 0.000000 | Top1 Avg 4.276316
Epoch 0 | Batch 180/353 | Loss 4.149177 | Top1 Val 6.250000 | Top1 Avg 4.281768
Epoch 0 | Batch 190/353 | Loss 4.134633 | Top1 Val 6.250000 | Top1 Avg 4.417539
Epoch 0 | Batch 200/353 | Loss 4.129475 | Top1 Val 6.250000 | Top1 Avg 4.384328
Epoch 0 | Batch 210/353 | Loss 4.122519 | Top1 Val 6.250000 | Top1 Avg 4.295024
Epoch 0 | Batch 220/353 | Loss 4.111493 | Top1 Val 0.000000 | Top1 Avg 4.270362
Epoch 0 | Batch 230/353 | Loss 4.100064 | Top1 Val 12.500000 | Top1 Avg 4.383117
Epoch 0 | Batch 240/353 | Loss 4.094518 | Top1 Val 0.000000 | Top1 Avg 4.356846
Epoch 0 | Batch 250/353 | Loss 4.084589 | Top1 Val 0.000000 | Top1 Avg 4.382470
Epoch 0 | Batch 260/353 | Loss 4.074954 | Top1 Val 6.250000 | Top1 Avg 4.477969
Epoch 0 | Batch 270/353 | Loss 4.067935 | Top1 Val 0.000000 | Top1 Avg 4.520295
Epoch 0 | Batch 280/353 | Loss 4.062641 | Top1 Val 0.000000 | Top1 Avg 4.470641
Epoch 0 | Batch 290/353 | Loss 4.051814 | Top1 Val 6.250000 | Top1 Avg 4.553265
Epoch 0 | Batch 300/353 | Loss 4.042146 | Top1 Val 0.000000 | Top1 Avg 4.609635
Epoch 0 | Batch 310/353 | Loss 4.036200 | Top1 Val 0.000000 | Top1 Avg 4.602090
Epoch 0 | Batch 320/353 | Loss 4.030468 | Top1 Val 0.000000 | Top1 Avg 4.614486
Epoch 0 | Batch 330/353 | Loss 4.023861 | Top1 Val 6.250000 | Top1 Avg 4.663897
Epoch 0 | Batch 340/353 | Loss 4.021325 | Top1 Val 25.000000 | Top1 Avg 4.692082
Epoch 0 | Batch 350/353 | Loss 4.014426 | Top1 Val 6.250000 | Top1 Avg 4.772080
Epoch 1 | Batch 0/353 | Loss 3.953855 | Top1 Val 0.000000 | Top1 Avg 4.809052
Epoch 1 | Batch 10/353 | Loss 3.673640 | Top1 Val 6.250000 | Top1 Avg 4.848693
Epoch 1 | Batch 20/353 | Loss 3.741839 | Top1 Val 6.250000 | Top1 Avg 4.869478
Epoch 1 | Batch 30/353 | Loss 3.661531 | Top1 Val 6.250000 | Top1 Avg 4.970665
Epoch 1 | Batch 40/353 | Loss 3.705127 | Top1 Val 6.250000 | Top1 Avg 4.971410
Epoch 1 | Batch 50/353 | Loss 3.698210 | Top1 Val 6.250000 | Top1 Avg 5.096035
Epoch 1 | Batch 60/353 | Loss 3.708755 | Top1 Val 12.500000 | Top1 Avg 5.169287
Epoch 1 | Batch 70/353 | Loss 3.700472 | Top1 Val 25.000000 | Top1 Avg 5.209563
Epoch 1 | Batch 80/353 | Loss 3.709075 | Top1 Val 6.250000 | Top1 Avg 5.233564
Epoch 1 | Batch 90/353 | Loss 3.707659 | Top1 Val 6.250000 | Top1 Avg 5.284667
Epoch 1 | Batch 100/353 | Loss 3.700571 | Top1 Val 6.250000 | Top1 Avg 5.361080
Epoch 1 | Batch 110/353 | Loss 3.699248 | Top1 Val 6.250000 | Top1 Avg 5.407228
Epoch 1 | Batch 120/353 | Loss 3.710019 | Top1 Val 0.000000 | Top1 Avg 5.359029
Epoch 1 | Batch 130/353 | Loss 3.706270 | Top1 Val 0.000000 | Top1 Avg 5.390383
Epoch 1 | Batch 140/353 | Loss 3.697863 | Top1 Val 12.500000 | Top1 Avg 5.395137
Epoch 1 | Batch 150/353 | Loss 3.695066 | Top1 Val 6.250000 | Top1 Avg 5.461768
Epoch 1 | Batch 160/353 | Loss 3.702229 | Top1 Val 18.750000 | Top1 Avg 5.501461
Epoch 1 | Batch 170/353 | Loss 3.703012 | Top1 Val 6.250000 | Top1 Avg 5.539637
Epoch 1 | Batch 180/353 | Loss 3.696491 | Top1 Val 0.000000 | Top1 Avg 5.517807
Epoch 1 | Batch 190/353 | Loss 3.693365 | Top1 Val 12.500000 | Top1 Avg 5.565777
Epoch 1 | Batch 200/353 | Loss 3.692881 | Top1 Val 0.000000 | Top1 Avg 5.578139
Epoch 1 | Batch 210/353 | Loss 3.696533 | Top1 Val 6.250000 | Top1 Avg 5.578971
Epoch 1 | Batch 220/353 | Loss 3.696892 | Top1 Val 6.250000 | Top1 Avg 5.623365
Epoch 1 | Batch 230/353 | Loss 3.691299 | Top1 Val 12.500000 | Top1 Avg 5.676949
Epoch 1 | Batch 240/353 | Loss 3.687207 | Top1 Val 18.750000 | Top1 Avg 5.749789
Epoch 1 | Batch 250/353 | Loss 3.681314 | Top1 Val 6.250000 | Top1 Avg 5.820215
Epoch 1 | Batch 260/353 | Loss 3.677806 | Top1 Val 0.000000 | Top1 Avg 5.857783
Epoch 1 | Batch 270/353 | Loss 3.679508 | Top1 Val 0.000000 | Top1 Avg 5.884122
Epoch 1 | Batch 280/353 | Loss 3.679422 | Top1 Val 0.000000 | Top1 Avg 5.978690
Epoch 1 | Batch 290/353 | Loss 3.677287 | Top1 Val 0.000000 | Top1 Avg 6.021756
Epoch 1 | Batch 300/353 | Loss 3.674443 | Top1 Val 25.000000 | Top1 Avg 6.082632
Epoch 1 | Batch 310/353 | Loss 3.670639 | Top1 Val 6.250000 | Top1 Avg 6.122833
Epoch 1 | Batch 320/353 | Loss 3.669298 | Top1 Val 12.500000 | Top1 Avg 6.180401
Epoch 1 | Batch 330/353 | Loss 3.671844 | Top1 Val 0.000000 | Top1 Avg 6.190563
Epoch 1 | Batch 340/353 | Loss 3.671676 | Top1 Val 12.500000 | Top1 Avg 6.209445
Epoch 1 | Batch 350/353 | Loss 3.671937 | Top1 Val 12.500000 | Top1 Avg 6.254442
Epoch 2 | Batch 0/353 | Loss 3.262535 | Top1 Val 25.000000 | Top1 Avg 6.294263
Epoch 2 | Batch 10/353 | Loss 3.553710 | Top1 Val 12.500000 | Top1 Avg 6.354749
Epoch 2 | Batch 20/353 | Loss 3.620518 | Top1 Val 6.250000 | Top1 Avg 6.353306
Epoch 2 | Batch 30/353 | Loss 3.601159 | Top1 Val 18.750000 | Top1 Avg 6.419837
Epoch 2 | Batch 40/353 | Loss 3.586807 | Top1 Val 6.250000 | Top1 Avg 6.476206
Epoch 2 | Batch 50/353 | Loss 3.579231 | Top1 Val 6.250000 | Top1 Avg 6.506283
Epoch 2 | Batch 60/353 | Loss 3.586554 | Top1 Val 6.250000 | Top1 Avg 6.551893
Epoch 2 | Batch 70/353 | Loss 3.588838 | Top1 Val 12.500000 | Top1 Avg 6.548003
Epoch 2 | Batch 80/353 | Loss 3.588976 | Top1 Val 0.000000 | Top1 Avg 6.536260
Epoch 2 | Batch 90/353 | Loss 3.592978 | Top1 Val 12.500000 | Top1 Avg 6.571922
Epoch 2 | Batch 100/353 | Loss 3.595347 | Top1 Val 0.000000 | Top1 Avg 6.583437
Epoch 2 | Batch 110/353 | Loss 3.594489 | Top1 Val 6.250000 | Top1 Avg 6.609988
Epoch 2 | Batch 120/353 | Loss 3.590854 | Top1 Val 18.750000 | Top1 Avg 6.681295
Epoch 2 | Batch 130/353 | Loss 3.595289 | Top1 Val 6.250000 | Top1 Avg 6.720993
Epoch 2 | Batch 140/353 | Loss 3.589712 | Top1 Val 6.250000 | Top1 Avg 6.744976
Epoch 2 | Batch 150/353 | Loss 3.580747 | Top1 Val 12.500000 | Top1 Avg 6.783002
Epoch 2 | Batch 160/353 | Loss 3.583284 | Top1 Val 12.500000 | Top1 Avg 6.841801
Epoch 2 | Batch 170/353 | Loss 3.583165 | Top1 Val 18.750000 | Top1 Avg 6.870719
Epoch 2 | Batch 180/353 | Loss 3.576773 | Top1 Val 12.500000 | Top1 Avg 6.898984
Epoch 2 | Batch 190/353 | Loss 3.574450 | Top1 Val 12.500000 | Top1 Avg 6.961496
Epoch 2 | Batch 200/353 | Loss 3.573565 | Top1 Val 6.250000 | Top1 Avg 6.988135
Epoch 2 | Batch 210/353 | Loss 3.576206 | Top1 Val 0.000000 | Top1 Avg 7.007369
Epoch 2 | Batch 220/353 | Loss 3.574848 | Top1 Val 12.500000 | Top1 Avg 7.066685
Epoch 2 | Batch 230/353 | Loss 3.573748 | Top1 Val 12.500000 | Top1 Avg 7.077991
Epoch 2 | Batch 240/353 | Loss 3.575325 | Top1 Val 0.000000 | Top1 Avg 7.075846
Epoch 2 | Batch 250/353 | Loss 3.570327 | Top1 Val 12.500000 | Top1 Avg 7.165272
Epoch 2 | Batch 260/353 | Loss 3.568505 | Top1 Val 18.750000 | Top1 Avg 7.246377
Epoch 2 | Batch 270/353 | Loss 3.565232 | Top1 Val 6.250000 | Top1 Avg 7.293801
Epoch 2 | Batch 280/353 | Loss 3.563747 | Top1 Val 12.500000 | Top1 Avg 7.295892
Epoch 2 | Batch 290/353 | Loss 3.563204 | Top1 Val 0.000000 | Top1 Avg 7.285392
Epoch 2 | Batch 300/353 | Loss 3.559818 | Top1 Val 12.500000 | Top1 Avg 7.312376
Epoch 2 | Batch 310/353 | Loss 3.556590 | Top1 Val 18.750000 | Top1 Avg 7.412648
Epoch 2 | Batch 320/353 | Loss 3.550427 | Top1 Val 0.000000 | Top1 Avg 7.468324
Epoch 2 | Batch 330/353 | Loss 3.549848 | Top1 Val 12.500000 | Top1 Avg 7.486728
Epoch 2 | Batch 340/353 | Loss 3.552835 | Top1 Val 6.250000 | Top1 Avg 7.480880
Epoch 2 | Batch 350/353 | Loss 3.552682 | Top1 Val 12.500000 | Top1 Avg 7.492898
Epoch 3 | Batch 0/353 | Loss 3.252770 | Top1 Val 18.750000 | Top1 Avg 7.498819
Epoch 3 | Batch 10/353 | Loss 3.323466 | Top1 Val 6.250000 | Top1 Avg 7.551474
Epoch 3 | Batch 20/353 | Loss 3.400206 | Top1 Val 12.500000 | Top1 Avg 7.568382
Epoch 3 | Batch 30/353 | Loss 3.431728 | Top1 Val 6.250000 | Top1 Avg 7.613689
Epoch 3 | Batch 40/353 | Loss 3.440321 | Top1 Val 6.250000 | Top1 Avg 7.641102
Epoch 3 | Batch 50/353 | Loss 3.445557 | Top1 Val 0.000000 | Top1 Avg 7.668020
Epoch 3 | Batch 60/353 | Loss 3.471918 | Top1 Val 0.000000 | Top1 Avg 7.677693
Epoch 3 | Batch 70/353 | Loss 3.463883 | Top1 Val 18.750000 | Top1 Avg 7.737040
Epoch 3 | Batch 80/353 | Loss 3.467247 | Top1 Val 0.000000 | Top1 Avg 7.767896
Epoch 3 | Batch 90/353 | Loss 3.454810 | Top1 Val 0.000000 | Top1 Avg 7.787331
Epoch 3 | Batch 100/353 | Loss 3.461326 | Top1 Val 0.000000 | Top1 Avg 7.828010
Epoch 3 | Batch 110/353 | Loss 3.470898 | Top1 Val 6.250000 | Top1 Avg 7.841249
Epoch 3 | Batch 120/353 | Loss 3.473916 | Top1 Val 6.250000 | Top1 Avg 7.870174
Epoch 3 | Batch 130/353 | Loss 3.467211 | Top1 Val 6.250000 | Top1 Avg 7.898612
Epoch 3 | Batch 140/353 | Loss 3.467678 | Top1 Val 12.500000 | Top1 Avg 7.947434
Epoch 3 | Batch 150/353 | Loss 3.470417 | Top1 Val 12.500000 | Top1 Avg 7.969590
Epoch 3 | Batch 160/353 | Loss 3.477211 | Top1 Val 0.000000 | Top1 Avg 7.975995
Epoch 3 | Batch 170/353 | Loss 3.476395 | Top1 Val 6.250000 | Top1 Avg 7.992470
Epoch 3 | Batch 180/353 | Loss 3.470194 | Top1 Val 6.250000 | Top1 Avg 7.998587
Epoch 3 | Batch 190/353 | Loss 3.471046 | Top1 Val 6.250000 | Top1 Avg 8.009612
Epoch 3 | Batch 200/353 | Loss 3.464973 | Top1 Val 12.500000 | Top1 Avg 8.060191
Epoch 3 | Batch 210/353 | Loss 3.458154 | Top1 Val 6.250000 | Top1 Avg 8.124754
Epoch 3 | Batch 220/353 | Loss 3.461162 | Top1 Val 18.750000 | Top1 Avg 8.139421
Epoch 3 | Batch 230/353 | Loss 3.452993 | Top1 Val 18.750000 | Top1 Avg 8.231471
Epoch 3 | Batch 240/353 | Loss 3.449285 | Top1 Val 18.750000 | Top1 Avg 8.278783
Epoch 3 | Batch 250/353 | Loss 3.452009 | Top1 Val 6.250000 | Top1 Avg 8.287161
Epoch 3 | Batch 260/353 | Loss 3.453297 | Top1 Val 12.500000 | Top1 Avg 8.357035
Epoch 3 | Batch 270/353 | Loss 3.453561 | Top1 Val 6.250000 | Top1 Avg 8.378811
Epoch 3 | Batch 280/353 | Loss 3.450431 | Top1 Val 0.000000 | Top1 Avg 8.418939
Epoch 3 | Batch 290/353 | Loss 3.447100 | Top1 Val 6.250000 | Top1 Avg 8.444568
Epoch 3 | Batch 300/353 | Loss 3.445012 | Top1 Val 12.500000 | Top1 Avg 8.456018
Epoch 3 | Batch 310/353 | Loss 3.445018 | Top1 Val 0.000000 | Top1 Avg 8.467300
Epoch 3 | Batch 320/353 | Loss 3.442562 | Top1 Val 18.750000 | Top1 Avg 8.514690
Epoch 3 | Batch 330/353 | Loss 3.446211 | Top1 Val 25.000000 | Top1 Avg 8.552395
Epoch 3 | Batch 340/353 | Loss 3.441705 | Top1 Val 6.250000 | Top1 Avg 8.553808
Epoch 3 | Batch 350/353 | Loss 3.438878 | Top1 Val 18.750000 | Top1 Avg 8.612886
Epoch 4 | Batch 0/353 | Loss 3.253851 | Top1 Val 18.750000 | Top1 Avg 8.628632
Epoch 4 | Batch 10/353 | Loss 3.231694 | Top1 Val 25.000000 | Top1 Avg 8.699859
Epoch 4 | Batch 20/353 | Loss 3.364624 | Top1 Val 0.000000 | Top1 Avg 8.726415
Epoch 4 | Batch 30/353 | Loss 3.324098 | Top1 Val 6.250000 | Top1 Avg 8.765614
Epoch 4 | Batch 40/353 | Loss 3.320514 | Top1 Val 12.500000 | Top1 Avg 8.817195
Epoch 4 | Batch 50/353 | Loss 3.328599 | Top1 Val 0.000000 | Top1 Avg 8.842402
Epoch 4 | Batch 60/353 | Loss 3.318083 | Top1 Val 12.500000 | Top1 Avg 8.880014
Epoch 4 | Batch 70/353 | Loss 3.336388 | Top1 Val 6.250000 | Top1 Avg 8.912897
Epoch 4 | Batch 80/353 | Loss 3.336456 | Top1 Val 12.500000 | Top1 Avg 8.924380
Epoch 4 | Batch 90/353 | Loss 3.335245 | Top1 Val 12.500000 | Top1 Avg 8.964857
Epoch 4 | Batch 100/353 | Loss 3.342200 | Top1 Val 12.500000 | Top1 Avg 8.951026
Epoch 4 | Batch 110/353 | Loss 3.349380 | Top1 Val 25.000000 | Top1 Avg 8.986686
Epoch 4 | Batch 120/353 | Loss 3.353055 | Top1 Val 18.750000 | Top1 Avg 9.021881
Epoch 4 | Batch 130/353 | Loss 3.351117 | Top1 Val 18.750000 | Top1 Avg 9.064731
Epoch 4 | Batch 140/353 | Loss 3.353126 | Top1 Val 6.250000 | Top1 Avg 9.111057
Epoch 4 | Batch 150/353 | Loss 3.359014 | Top1 Val 12.500000 | Top1 Avg 9.136771
