/usr/local/lib/python2.7/dist-packages/torchvision/transforms/transforms.py:563: UserWarning: The use of the transforms.RandomSizedCrop transform is deprecated, please use transforms.RandomResizedCrop instead.
  "please use transforms.RandomResizedCrop instead.")
Files already downloaded and verified
Epoch 0 | Batch 0/1063 | Loss 4.872511 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 0 | Batch 10/1063 | Loss 4.502572 | Top1 Val 6.250000 | Top1 Avg 3.409091
Epoch 0 | Batch 20/1063 | Loss 4.242260 | Top1 Val 12.500000 | Top1 Avg 5.059524
Epoch 0 | Batch 30/1063 | Loss 4.086229 | Top1 Val 0.000000 | Top1 Avg 4.838710
Epoch 0 | Batch 40/1063 | Loss 3.949646 | Top1 Val 18.750000 | Top1 Avg 5.030488
Epoch 0 | Batch 50/1063 | Loss 3.900139 | Top1 Val 6.250000 | Top1 Avg 5.269608
Epoch 0 | Batch 60/1063 | Loss 3.834386 | Top1 Val 0.000000 | Top1 Avg 5.635246
Epoch 0 | Batch 70/1063 | Loss 3.796688 | Top1 Val 6.250000 | Top1 Avg 5.809859
Epoch 0 | Batch 80/1063 | Loss 3.764857 | Top1 Val 0.000000 | Top1 Avg 5.941358
Epoch 0 | Batch 90/1063 | Loss 3.726879 | Top1 Val 0.000000 | Top1 Avg 6.112637
Epoch 0 | Batch 100/1063 | Loss 3.709155 | Top1 Val 0.000000 | Top1 Avg 5.693069
Epoch 0 | Batch 110/1063 | Loss 3.688388 | Top1 Val 6.250000 | Top1 Avg 5.912162
Epoch 0 | Batch 120/1063 | Loss 3.665180 | Top1 Val 0.000000 | Top1 Avg 6.095041
Epoch 0 | Batch 130/1063 | Loss 3.650186 | Top1 Val 6.250000 | Top1 Avg 6.106870
Epoch 0 | Batch 140/1063 | Loss 3.637897 | Top1 Val 6.250000 | Top1 Avg 6.250000
Epoch 0 | Batch 150/1063 | Loss 3.622525 | Top1 Val 12.500000 | Top1 Avg 6.291391
Epoch 0 | Batch 160/1063 | Loss 3.605458 | Top1 Val 6.250000 | Top1 Avg 6.560559
Epoch 0 | Batch 170/1063 | Loss 3.600397 | Top1 Val 0.000000 | Top1 Avg 6.652047
Epoch 0 | Batch 180/1063 | Loss 3.590378 | Top1 Val 12.500000 | Top1 Avg 6.664365
Epoch 0 | Batch 190/1063 | Loss 3.580660 | Top1 Val 12.500000 | Top1 Avg 6.773560
Epoch 0 | Batch 200/1063 | Loss 3.574745 | Top1 Val 6.250000 | Top1 Avg 6.809701
Epoch 0 | Batch 210/1063 | Loss 3.568731 | Top1 Val 6.250000 | Top1 Avg 6.842417
