/usr/local/lib/python2.7/dist-packages/torchvision/transforms/transforms.py:563: UserWarning: The use of the transforms.RandomSizedCrop transform is deprecated, please use transforms.RandomResizedCrop instead.
  "please use transforms.RandomResizedCrop instead.")
Epoch 0 | Batch 0/368 | Loss 5.658066 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 4 | Batch 60/368 | Loss 3.970004 | Top1 Val 6.250000 | Top1 Avg 5.473976
Epoch 4 | Batch 70/368 | Loss 3.972542 | Top1 Val 12.500000 | Top1 Avg 5.487113
Epoch 4 | Batch 80/368 | Loss 3.963459 | Top1 Val 6.250000 | Top1 Avg 5.504107
Epoch 4 | Batch 90/368 | Loss 3.960030 | Top1 Val 0.000000 | Top1 Avg 5.520883
Epoch 4 | Batch 100/368 | Loss 3.964039 | Top1 Val 0.000000 | Top1 Avg 5.541422
Epoch 4 | Batch 110/368 | Loss 3.976480 | Top1 Val 18.750000 | Top1 Avg 5.561700
Epoch 4 | Batch 120/368 | Loss 3.962821 | Top1 Val 6.250000 | Top1 Avg 5.581724
Epoch 4 | Batch 130/368 | Loss 3.964696 | Top1 Val 6.250000 | Top1 Avg 5.593696
Epoch 4 | Batch 140/368 | Loss 3.971834 | Top1 Val 12.500000 | Top1 Avg 5.613273
Epoch 4 | Batch 150/368 | Loss 3.965916 | Top1 Val 12.500000 | Top1 Avg 5.613346
Epoch 4 | Batch 160/368 | Loss 3.959681 | Top1 Val 6.250000 | Top1 Avg 5.609588
Epoch 4 | Batch 170/368 | Loss 3.959937 | Top1 Val 0.000000 | Top1 Avg 5.643934
Epoch 4 | Batch 180/368 | Loss 3.954100 | Top1 Val 12.500000 | Top1 Avg 5.670298
Epoch 4 | Batch 190/368 | Loss 3.964041 | Top1 Val 0.000000 | Top1 Avg 5.673786
Epoch 4 | Batch 200/368 | Loss 3.961275 | Top1 Val 12.500000 | Top1 Avg 5.688444
Epoch 4 | Batch 210/368 | Loss 3.958712 | Top1 Val 0.000000 | Top1 Avg 5.699212
Epoch 4 | Batch 220/368 | Loss 3.955781 | Top1 Val 0.000000 | Top1 Avg 5.735707
Epoch 4 | Batch 230/368 | Loss 3.948288 | Top1 Val 12.500000 | Top1 Avg 5.760758
Epoch 4 | Batch 240/368 | Loss 3.954627 | Top1 Val 6.250000 | Top1 Avg 5.778216
Epoch 4 | Batch 250/368 | Loss 3.951752 | Top1 Val 18.750000 | Top1 Avg 5.820874
Epoch 4 | Batch 260/368 | Loss 3.951524 | Top1 Val 0.000000 | Top1 Avg 5.844999
Epoch 4 | Batch 270/368 | Loss 3.952999 | Top1 Val 18.750000 | Top1 Avg 5.861673
Epoch 4 | Batch 280/368 | Loss 3.948085 | Top1 Val 6.250000 | Top1 Avg 5.892424
Epoch 4 | Batch 290/368 | Loss 3.945062 | Top1 Val 12.500000 | Top1 Avg 5.905093
Epoch 4 | Batch 300/368 | Loss 3.948774 | Top1 Val 6.250000 | Top1 Avg 5.921145
Epoch 4 | Batch 310/368 | Loss 3.948157 | Top1 Val 6.250000 | Top1 Avg 5.930004
Epoch 4 | Batch 320/368 | Loss 3.950027 | Top1 Val 6.250000 | Top1 Avg 5.949226
Epoch 4 | Batch 330/368 | Loss 3.950187 | Top1 Val 12.500000 | Top1 Avg 5.975170
Epoch 4 | Batch 340/368 | Loss 3.945791 | Top1 Val 12.500000 | Top1 Avg 6.007725
Epoch 4 | Batch 350/368 | Loss 3.943353 | Top1 Val 12.500000 | Top1 Avg 6.033064
Epoch 4 | Batch 360/368 | Loss 3.939026 | Top1 Val 18.750000 | Top1 Avg 6.088825
Epoch 5 | Batch 0/368 | Loss 3.824129 | Top1 Val 12.500000 | Top1 Avg 6.107130
Epoch 5 | Batch 10/368 | Loss 3.841999 | Top1 Val 18.750000 | Top1 Avg 6.141684
Epoch 5 | Batch 20/368 | Loss 3.840017 | Top1 Val 12.500000 | Top1 Avg 6.182588
Epoch 5 | Batch 30/368 | Loss 3.817378 | Top1 Val 12.500000 | Top1 Avg 6.206343
Epoch 5 | Batch 40/368 | Loss 3.814635 | Top1 Val 18.750000 | Top1 Avg 6.239819
Epoch 5 | Batch 50/368 | Loss 3.825442 | Top1 Val 6.250000 | Top1 Avg 6.249793
Epoch 5 | Batch 60/368 | Loss 3.841085 | Top1 Val 6.250000 | Top1 Avg 6.262952
Epoch 5 | Batch 70/368 | Loss 3.823273 | Top1 Val 18.750000 | Top1 Avg 6.282517
Epoch 5 | Batch 80/368 | Loss 3.837768 | Top1 Val 12.500000 | Top1 Avg 6.301878
Epoch 5 | Batch 90/368 | Loss 3.837059 | Top1 Val 12.500000 | Top1 Avg 6.330754
Epoch 5 | Batch 100/368 | Loss 3.847295 | Top1 Val 12.500000 | Top1 Avg 6.365774
Epoch 5 | Batch 110/368 | Loss 3.856799 | Top1 Val 12.500000 | Top1 Avg 6.378001
Epoch 5 | Batch 120/368 | Loss 3.852645 | Top1 Val 6.250000 | Top1 Avg 6.396480
Epoch 5 | Batch 130/368 | Loss 3.857021 | Top1 Val 25.000000 | Top1 Avg 6.414771
Epoch 5 | Batch 140/368 | Loss 3.860130 | Top1 Val 12.500000 | Top1 Avg 6.436034
Epoch 5 | Batch 150/368 | Loss 3.868455 | Top1 Val 6.250000 | Top1 Avg 6.453943
Epoch 5 | Batch 160/368 | Loss 3.879793 | Top1 Val 0.000000 | Top1 Avg 6.468548
Epoch 5 | Batch 170/368 | Loss 3.873461 | Top1 Val 12.500000 | Top1 Avg 6.492335
Epoch 5 | Batch 180/368 | Loss 3.866880 | Top1 Val 6.250000 | Top1 Avg 6.491136
Epoch 5 | Batch 190/368 | Loss 3.870595 | Top1 Val 12.500000 | Top1 Avg 6.508420
Epoch 5 | Batch 200/368 | Loss 3.862223 | Top1 Val 6.250000 | Top1 Avg 6.553108
Epoch 5 | Batch 210/368 | Loss 3.856306 | Top1 Val 6.250000 | Top1 Avg 6.563824
Epoch 5 | Batch 220/368 | Loss 3.857066 | Top1 Val 6.250000 | Top1 Avg 6.589606
Epoch 5 | Batch 230/368 | Loss 3.859096 | Top1 Val 6.250000 | Top1 Avg 6.609100
Epoch 5 | Batch 240/368 | Loss 3.859904 | Top1 Val 18.750000 | Top1 Avg 6.625402
Epoch 5 | Batch 250/368 | Loss 3.860070 | Top1 Val 0.000000 | Top1 Avg 6.641548
Epoch 5 | Batch 260/368 | Loss 3.858196 | Top1 Val 12.500000 | Top1 Avg 6.663492
Epoch 5 | Batch 270/368 | Loss 3.855757 | Top1 Val 12.500000 | Top1 Avg 6.682267
Epoch 5 | Batch 280/368 | Loss 3.857840 | Top1 Val 6.250000 | Top1 Avg 6.697916
Epoch 5 | Batch 290/368 | Loss 3.855261 | Top1 Val 6.250000 | Top1 Avg 6.719286
Epoch 5 | Batch 300/368 | Loss 3.850344 | Top1 Val 12.500000 | Top1 Avg 6.734616
Epoch 5 | Batch 310/368 | Loss 3.845032 | Top1 Val 18.750000 | Top1 Avg 6.773059
Epoch 5 | Batch 320/368 | Loss 3.842840 | Top1 Val 12.500000 | Top1 Avg 6.790891
Epoch 5 | Batch 330/368 | Loss 3.840646 | Top1 Val 18.750000 | Top1 Avg 6.805680
Epoch 5 | Batch 340/368 | Loss 3.840560 | Top1 Val 0.000000 | Top1 Avg 6.808864
Epoch 5 | Batch 350/368 | Loss 3.833702 | Top1 Val 18.750000 | Top1 Avg 6.834851
Epoch 5 | Batch 360/368 | Loss 3.831735 | Top1 Val 12.500000 | Top1 Avg 6.871964
Epoch 6 | Batch 0/368 | Loss 3.736663 | Top1 Val 6.250000 | Top1 Avg 6.890109
Epoch 6 | Batch 10/368 | Loss 3.805230 | Top1 Val 18.750000 | Top1 Avg 6.904131
Epoch 6 | Batch 20/368 | Loss 3.789946 | Top1 Val 12.500000 | Top1 Avg 6.909611
Epoch 6 | Batch 30/368 | Loss 3.715595 | Top1 Val 18.750000 | Top1 Avg 6.968106
Epoch 6 | Batch 40/368 | Loss 3.739572 | Top1 Val 6.250000 | Top1 Avg 6.992715
Epoch 6 | Batch 50/368 | Loss 3.776731 | Top1 Val 0.000000 | Top1 Avg 7.017107
Epoch 6 | Batch 60/368 | Loss 3.764384 | Top1 Val 18.750000 | Top1 Avg 7.063330
Epoch 6 | Batch 70/368 | Loss 3.740272 | Top1 Val 6.250000 | Top1 Avg 7.098173
Epoch 6 | Batch 80/368 | Loss 3.758215 | Top1 Val 18.750000 | Top1 Avg 7.121783
Epoch 6 | Batch 90/368 | Loss 3.771828 | Top1 Val 6.250000 | Top1 Avg 7.128869
Epoch 6 | Batch 100/368 | Loss 3.780404 | Top1 Val 25.000000 | Top1 Avg 7.160266
Epoch 6 | Batch 110/368 | Loss 3.775295 | Top1 Val 0.000000 | Top1 Avg 7.186000
Epoch 6 | Batch 120/368 | Loss 3.771051 | Top1 Val 0.000000 | Top1 Avg 7.200773
Epoch 6 | Batch 130/368 | Loss 3.755105 | Top1 Val 18.750000 | Top1 Avg 7.228787
Epoch 6 | Batch 140/368 | Loss 3.752555 | Top1 Val 12.500000 | Top1 Avg 7.245914
Epoch 6 | Batch 150/368 | Loss 3.763907 | Top1 Val 12.500000 | Top1 Avg 7.273498
Epoch 6 | Batch 160/368 | Loss 3.765444 | Top1 Val 12.500000 | Top1 Avg 7.282373
Epoch 6 | Batch 170/368 | Loss 3.764937 | Top1 Val 25.000000 | Top1 Avg 7.304316
Epoch 6 | Batch 180/368 | Loss 3.771106 | Top1 Val 0.000000 | Top1 Avg 7.310370
Epoch 6 | Batch 190/368 | Loss 3.773029 | Top1 Val 12.500000 | Top1 Avg 7.321587
Epoch 6 | Batch 200/368 | Loss 3.775776 | Top1 Val 6.250000 | Top1 Avg 7.340497
Epoch 6 | Batch 210/368 | Loss 3.771653 | Top1 Val 12.500000 | Top1 Avg 7.367006
Epoch 6 | Batch 220/368 | Loss 3.779762 | Top1 Val 6.250000 | Top1 Avg 7.388148
Epoch 6 | Batch 230/368 | Loss 3.774443 | Top1 Val 12.500000 | Top1 Avg 7.427063
Epoch 6 | Batch 240/368 | Loss 3.772915 | Top1 Val 6.250000 | Top1 Avg 7.468212
Epoch 6 | Batch 250/368 | Loss 3.769596 | Top1 Val 12.500000 | Top1 Avg 7.493770
Epoch 6 | Batch 260/368 | Loss 3.770911 | Top1 Val 6.250000 | Top1 Avg 7.501393
Epoch 6 | Batch 270/368 | Loss 3.769325 | Top1 Val 12.500000 | Top1 Avg 7.531655
Epoch 6 | Batch 280/368 | Loss 3.771094 | Top1 Val 18.750000 | Top1 Avg 7.571723
Epoch 6 | Batch 290/368 | Loss 3.771260 | Top1 Val 12.500000 | Top1 Avg 7.581444
Epoch 6 | Batch 300/368 | Loss 3.771927 | Top1 Val 12.500000 | Top1 Avg 7.608533
Epoch 6 | Batch 310/368 | Loss 3.777161 | Top1 Val 6.250000 | Top1 Avg 7.613067
Epoch 6 | Batch 320/368 | Loss 3.777823 | Top1 Val 6.250000 | Top1 Avg 7.632399
Epoch 6 | Batch 330/368 | Loss 3.778405 | Top1 Val 18.750000 | Top1 Avg 7.646653
Epoch 6 | Batch 340/368 | Loss 3.780796 | Top1 Val 6.250000 | Top1 Avg 7.648531
Epoch 6 | Batch 350/368 | Loss 3.781060 | Top1 Val 12.500000 | Top1 Avg 7.667497
Epoch 6 | Batch 360/368 | Loss 3.780903 | Top1 Val 18.750000 | Top1 Avg 7.683883
