/usr/local/lib/python2.7/dist-packages/torchvision/transforms/transforms.py:563: UserWarning: The use of the transforms.RandomSizedCrop transform is deprecated, please use transforms.RandomResizedCrop instead.
  "please use transforms.RandomResizedCrop instead.")
Files already downloaded and verified
Epoch 0 | Batch 0/1063 | Loss 4.551636 | Top1 Val 6.250000 | Top1 Avg 6.250000
Epoch 0 | Batch 10/1063 | Loss 4.275332 | Top1 Val 18.750000 | Top1 Avg 5.681818
Epoch 0 | Batch 20/1063 | Loss 4.054531 | Top1 Val 12.500000 | Top1 Avg 6.250000
Epoch 0 | Batch 30/1063 | Loss 3.942713 | Top1 Val 0.000000 | Top1 Avg 6.451613
Epoch 0 | Batch 40/1063 | Loss 3.825283 | Top1 Val 18.750000 | Top1 Avg 7.774390
Epoch 0 | Batch 50/1063 | Loss 3.762783 | Top1 Val 6.250000 | Top1 Avg 7.107843
Epoch 0 | Batch 60/1063 | Loss 3.706361 | Top1 Val 6.250000 | Top1 Avg 7.069672
Epoch 0 | Batch 70/1063 | Loss 3.670049 | Top1 Val 6.250000 | Top1 Avg 7.042254
Epoch 0 | Batch 80/1063 | Loss 3.639149 | Top1 Val 6.250000 | Top1 Avg 7.253086
Epoch 0 | Batch 90/1063 | Loss 3.614637 | Top1 Val 12.500000 | Top1 Avg 7.486264
Epoch 0 | Batch 100/1063 | Loss 3.587257 | Top1 Val 25.000000 | Top1 Avg 7.735149
Epoch 0 | Batch 110/1063 | Loss 3.574613 | Top1 Val 12.500000 | Top1 Avg 7.939189
Epoch 0 | Batch 120/1063 | Loss 3.554299 | Top1 Val 12.500000 | Top1 Avg 8.161157
Epoch 0 | Batch 130/1063 | Loss 3.552173 | Top1 Val 0.000000 | Top1 Avg 8.015267
Epoch 0 | Batch 140/1063 | Loss 3.533122 | Top1 Val 6.250000 | Top1 Avg 8.333333
Epoch 0 | Batch 150/1063 | Loss 3.522972 | Top1 Val 12.500000 | Top1 Avg 8.360927
Epoch 0 | Batch 160/1063 | Loss 3.511333 | Top1 Val 6.250000 | Top1 Avg 8.579193
Epoch 0 | Batch 170/1063 | Loss 3.497646 | Top1 Val 0.000000 | Top1 Avg 8.589181
Epoch 0 | Batch 180/1063 | Loss 3.493319 | Top1 Val 0.000000 | Top1 Avg 8.494475
Epoch 0 | Batch 190/1063 | Loss 3.473749 | Top1 Val 12.500000 | Top1 Avg 8.867801
Epoch 0 | Batch 200/1063 | Loss 3.461657 | Top1 Val 6.250000 | Top1 Avg 9.266169
Epoch 0 | Batch 210/1063 | Loss 3.447154 | Top1 Val 18.750000 | Top1 Avg 9.389810
Epoch 0 | Batch 220/1063 | Loss 3.437440 | Top1 Val 0.000000 | Top1 Avg 9.671946
Epoch 0 | Batch 230/1063 | Loss 3.425382 | Top1 Val 6.250000 | Top1 Avg 9.740260
Epoch 0 | Batch 240/1063 | Loss 3.422095 | Top1 Val 25.000000 | Top1 Avg 9.802905
Epoch 0 | Batch 250/1063 | Loss 3.417229 | Top1 Val 6.250000 | Top1 Avg 9.835657
Epoch 0 | Batch 260/1063 | Loss 3.412066 | Top1 Val 12.500000 | Top1 Avg 9.818008
Epoch 0 | Batch 270/1063 | Loss 3.399794 | Top1 Val 25.000000 | Top1 Avg 10.032288
Epoch 0 | Batch 280/1063 | Loss 3.392904 | Top1 Val 6.250000 | Top1 Avg 10.142349
Epoch 0 | Batch 290/1063 | Loss 3.384469 | Top1 Val 18.750000 | Top1 Avg 10.266323
Epoch 0 | Batch 300/1063 | Loss 3.377664 | Top1 Val 12.500000 | Top1 Avg 10.402824
Epoch 0 | Batch 310/1063 | Loss 3.370300 | Top1 Val 6.250000 | Top1 Avg 10.610932
Epoch 0 | Batch 320/1063 | Loss 3.364626 | Top1 Val 6.250000 | Top1 Avg 10.455607
Epoch 0 | Batch 330/1063 | Loss 3.360633 | Top1 Val 12.500000 | Top1 Avg 10.460725
Epoch 0 | Batch 340/1063 | Loss 3.355337 | Top1 Val 12.500000 | Top1 Avg 10.447214
Epoch 0 | Batch 350/1063 | Loss 3.349906 | Top1 Val 6.250000 | Top1 Avg 10.434473
Epoch 0 | Batch 360/1063 | Loss 3.342784 | Top1 Val 18.750000 | Top1 Avg 10.595568
Epoch 0 | Batch 370/1063 | Loss 3.334243 | Top1 Val 18.750000 | Top1 Avg 10.781671
Epoch 0 | Batch 380/1063 | Loss 3.326781 | Top1 Val 12.500000 | Top1 Avg 10.958005
Epoch 0 | Batch 390/1063 | Loss 3.321029 | Top1 Val 25.000000 | Top1 Avg 11.061381
Epoch 0 | Batch 400/1063 | Loss 3.318695 | Top1 Val 18.750000 | Top1 Avg 11.050499
Epoch 0 | Batch 410/1063 | Loss 3.313764 | Top1 Val 25.000000 | Top1 Avg 11.192214
Epoch 0 | Batch 420/1063 | Loss 3.311321 | Top1 Val 37.500000 | Top1 Avg 11.327197
Epoch 0 | Batch 430/1063 | Loss 3.307375 | Top1 Val 31.250000 | Top1 Avg 11.499420
Epoch 0 | Batch 440/1063 | Loss 3.299393 | Top1 Val 12.500000 | Top1 Avg 11.607143
Epoch 0 | Batch 450/1063 | Loss 3.296195 | Top1 Val 18.750000 | Top1 Avg 11.654656
Epoch 0 | Batch 460/1063 | Loss 3.292575 | Top1 Val 18.750000 | Top1 Avg 11.754338
Epoch 0 | Batch 470/1063 | Loss 3.287495 | Top1 Val 18.750000 | Top1 Avg 11.942675
Epoch 0 | Batch 480/1063 | Loss 3.278682 | Top1 Val 12.500000 | Top1 Avg 12.123181
Epoch 0 | Batch 490/1063 | Loss 3.275370 | Top1 Val 12.500000 | Top1 Avg 12.219959
Epoch 0 | Batch 500/1063 | Loss 3.269964 | Top1 Val 12.500000 | Top1 Avg 12.375250
Epoch 0 | Batch 510/1063 | Loss 3.264519 | Top1 Val 31.250000 | Top1 Avg 12.573386
Epoch 0 | Batch 520/1063 | Loss 3.259399 | Top1 Val 25.000000 | Top1 Avg 12.667946
Epoch 0 | Batch 530/1063 | Loss 3.254660 | Top1 Val 12.500000 | Top1 Avg 12.806026
Epoch 0 | Batch 540/1063 | Loss 3.249218 | Top1 Val 31.250000 | Top1 Avg 12.892791
Epoch 0 | Batch 550/1063 | Loss 3.249075 | Top1 Val 12.500000 | Top1 Avg 12.897005
Epoch 0 | Batch 560/1063 | Loss 3.245956 | Top1 Val 12.500000 | Top1 Avg 12.967914
Epoch 0 | Batch 570/1063 | Loss 3.243995 | Top1 Val 12.500000 | Top1 Avg 13.003503
Epoch 0 | Batch 580/1063 | Loss 3.241474 | Top1 Val 6.250000 | Top1 Avg 12.984079
Epoch 0 | Batch 590/1063 | Loss 3.237563 | Top1 Val 18.750000 | Top1 Avg 13.049915
Epoch 0 | Batch 600/1063 | Loss 3.234852 | Top1 Val 18.750000 | Top1 Avg 13.092762
Epoch 0 | Batch 610/1063 | Loss 3.232826 | Top1 Val 18.750000 | Top1 Avg 13.103519
Epoch 0 | Batch 620/1063 | Loss 3.227223 | Top1 Val 37.500000 | Top1 Avg 13.234702
Epoch 0 | Batch 630/1063 | Loss 3.224778 | Top1 Val 0.000000 | Top1 Avg 13.282488
Epoch 0 | Batch 640/1063 | Loss 3.220753 | Top1 Val 18.750000 | Top1 Avg 13.309282
Epoch 0 | Batch 650/1063 | Loss 3.215423 | Top1 Val 6.250000 | Top1 Avg 13.412058
Epoch 0 | Batch 660/1063 | Loss 3.213425 | Top1 Val 37.500000 | Top1 Avg 13.492814
Epoch 0 | Batch 670/1063 | Loss 3.210687 | Top1 Val 25.000000 | Top1 Avg 13.533905
Epoch 0 | Batch 680/1063 | Loss 3.206681 | Top1 Val 18.750000 | Top1 Avg 13.582966
Epoch 0 | Batch 690/1063 | Loss 3.203310 | Top1 Val 12.500000 | Top1 Avg 13.558249
Epoch 0 | Batch 700/1063 | Loss 3.204073 | Top1 Val 6.250000 | Top1 Avg 13.516405
Epoch 0 | Batch 710/1063 | Loss 3.202011 | Top1 Val 18.750000 | Top1 Avg 13.554852
Epoch 0 | Batch 720/1063 | Loss 3.199372 | Top1 Val 25.000000 | Top1 Avg 13.600902
Epoch 0 | Batch 730/1063 | Loss 3.196411 | Top1 Val 18.750000 | Top1 Avg 13.662791
