/usr/local/lib/python2.7/dist-packages/torchvision/transforms/transforms.py:563: UserWarning: The use of the transforms.RandomSizedCrop transform is deprecated, please use transforms.RandomResizedCrop instead.
  "please use transforms.RandomResizedCrop instead.")
Epoch 0 | Batch 0/368 | Loss 5.435683 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 0 | Batch 10/368 | Loss 5.904475 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 0 | Batch 20/368 | Loss 5.663247 | Top1 Val 0.000000 | Top1 Avg 0.000000
Epoch 0 | Batch 30/368 | Loss 5.477487 | Top1 Val 6.250000 | Top1 Avg 0.403226
Epoch 0 | Batch 40/368 | Loss 5.339485 | Top1 Val 0.000000 | Top1 Avg 0.304878
Epoch 0 | Batch 50/368 | Loss 5.262264 | Top1 Val 0.000000 | Top1 Avg 0.735294
Epoch 0 | Batch 60/368 | Loss 5.186859 | Top1 Val 0.000000 | Top1 Avg 0.717213
Epoch 0 | Batch 70/368 | Loss 5.134426 | Top1 Val 0.000000 | Top1 Avg 0.616197
Epoch 0 | Batch 80/368 | Loss 5.091183 | Top1 Val 0.000000 | Top1 Avg 0.771605
Epoch 0 | Batch 90/368 | Loss 5.065468 | Top1 Val 0.000000 | Top1 Avg 0.755495
Epoch 0 | Batch 100/368 | Loss 5.030059 | Top1 Val 0.000000 | Top1 Avg 0.742574
Epoch 0 | Batch 110/368 | Loss 5.009593 | Top1 Val 6.250000 | Top1 Avg 0.844595
Epoch 0 | Batch 120/368 | Loss 4.984331 | Top1 Val 0.000000 | Top1 Avg 0.878099
Epoch 0 | Batch 130/368 | Loss 4.965660 | Top1 Val 6.250000 | Top1 Avg 0.906489
Epoch 0 | Batch 140/368 | Loss 4.949651 | Top1 Val 0.000000 | Top1 Avg 0.930851
Epoch 0 | Batch 150/368 | Loss 4.933975 | Top1 Val 0.000000 | Top1 Avg 0.951987
Epoch 0 | Batch 160/368 | Loss 4.918117 | Top1 Val 0.000000 | Top1 Avg 0.970497
Epoch 0 | Batch 170/368 | Loss 4.901872 | Top1 Val 0.000000 | Top1 Avg 0.986842
Epoch 0 | Batch 180/368 | Loss 4.895426 | Top1 Val 0.000000 | Top1 Avg 1.001381
Epoch 0 | Batch 190/368 | Loss 4.885844 | Top1 Val 0.000000 | Top1 Avg 0.981675
Epoch 0 | Batch 200/368 | Loss 4.870836 | Top1 Val 6.250000 | Top1 Avg 1.026119
Epoch 0 | Batch 210/368 | Loss 4.863319 | Top1 Val 0.000000 | Top1 Avg 1.007109
Epoch 0 | Batch 220/368 | Loss 4.855692 | Top1 Val 6.250000 | Top1 Avg 0.989819
Epoch 0 | Batch 230/368 | Loss 4.847943 | Top1 Val 0.000000 | Top1 Avg 1.055195
Epoch 0 | Batch 240/368 | Loss 4.838460 | Top1 Val 0.000000 | Top1 Avg 1.037344
